date,visitor,visitor_pts,home,home_pts,link,ot,attendance,notes,start_time
2013-03-29,Philadelphia 76ers,97,Cleveland Cavaliers,87,Box Score,,17324,,7:30 pm
2013-03-29,Brooklyn Nets,87,Denver Nuggets,109,Box Score,,19155,,9:00 pm
2013-03-29,Toronto Raptors,99,Detroit Pistons,82,Box Score,,19322,,7:30 pm
2013-03-29,Houston Rockets,94,Memphis Grizzlies,103,Box Score,,18119,,8:00 pm
2013-03-29,Oklahoma City Thunder,93,Minnesota Timberwolves,101,Box Score,,18121,,8:00 pm
2013-03-29,Miami Heat,108,New Orleans Hornets,89,Box Score,,18647,,8:00 pm
2013-03-29,Charlotte Bobcats,102,New York Knicks,111,Box Score,,19033,,7:30 pm
2013-03-29,Washington Wizards,92,Orlando Magic,97,Box Score,,17998,,7:00 pm
2013-03-29,Utah Jazz,105,Portland Trail Blazers,95,Box Score,,19527,,10:00 pm
2013-03-29,Los Angeles Clippers,102,San Antonio Spurs,104,Box Score,,18581,,8:30 pm
2013-03-30,Orlando Magic,88,Atlanta Hawks,97,Box Score,,17152,,7:00 pm
2013-03-30,Chicago Bulls,98,Dallas Mavericks,100,Box Score,,20502,,2:00 pm
2013-03-30,Portland Trail Blazers,98,Golden State Warriors,125,Box Score,,19596,,10:30 pm
2013-03-30,Los Angeles Clippers,81,Houston Rockets,98,Box Score,,18303,,8:00 pm
2013-03-30,Oklahoma City Thunder,109,Milwaukee Bucks,99,Box Score,,17578,,8:30 pm
2013-03-30,Memphis Grizzlies,99,Minnesota Timberwolves,86,Box Score,,13680,,8:00 pm
2013-03-30,Charlotte Bobcats,92,Philadelphia 76ers,100,Box Score,,16764,,8:00 pm
2013-03-30,Indiana Pacers,112,Phoenix Suns,104,Box Score,,17090,,10:00 pm
2013-03-30,Los Angeles Lakers,103,Sacramento Kings,98,Box Score,,17317,,10:00 pm
2013-03-30,Brooklyn Nets,107,Utah Jazz,116,Box Score,,18008,,9:00 pm
2013-03-31,Detroit Pistons,94,Chicago Bulls,95,Box Score,,21864,,7:00 pm
2013-03-31,Cleveland Cavaliers,92,New Orleans Hornets,112,Box Score,,11008,,6:00 pm
2013-03-31,Boston Celtics,89,New York Knicks,108,Box Score,,19033,,7:30 pm
2013-03-31,Miami Heat,88,San Antonio Spurs,86,Box Score,,18581,,7:00 pm
2013-03-31,Toronto Raptors,92,Washington Wizards,109,Box Score,,14360,,6:00 pm
2013-04-01,Cleveland Cavaliers,94,Atlanta Hawks,102,Box Score,,13026,,7:30 pm
2013-04-01,Orlando Magic,103,Houston Rockets,111,Box Score,,16273,,8:00 pm
2013-04-01,Indiana Pacers,109,Los Angeles Clippers,106,Box Score,,19384,,10:30 pm
2013-04-01,San Antonio Spurs,90,Memphis Grizzlies,92,Box Score,,16642,,8:00 pm
2013-04-01,Charlotte Bobcats,102,Milwaukee Bucks,131,Box Score,,15315,,8:00 pm
2013-04-01,Boston Celtics,100,Minnesota Timberwolves,110,Box Score,,14546,,8:00 pm
2013-04-01,Detroit Pistons,108,Toronto Raptors,98,Box Score,,17115,,7:00 pm
2013-04-01,Portland Trail Blazers,102,Utah Jazz,112,Box Score,,18336,,9:00 pm
2013-04-02,Dallas Mavericks,81,Los Angeles Lakers,101,Box Score,,18997,,10:30 pm
2013-04-02,New York Knicks,102,Miami Heat,90,Box Score,,20300,,8:00 pm
2013-04-02,Chicago Bulls,86,Washington Wizards,90,Box Score,,17319,,7:00 pm
2013-04-03,New York Knicks,95,Atlanta Hawks,82,Box Score,,17404,,7:00 pm
2013-04-03,Detroit Pistons,93,Boston Celtics,98,Box Score,,18624,,7:30 pm
2013-04-03,Philadelphia 76ers,83,Charlotte Bobcats,88,Box Score,,13097,,7:00 pm
2013-04-03,Brooklyn Nets,113,Cleveland Cavaliers,95,Box Score,,14863,,7:00 pm
2013-04-03,New Orleans Hornets,88,Golden State Warriors,98,Box Score,,19596,,10:30 pm
2013-04-03,Phoenix Suns,101,Los Angeles Clippers,126,Box Score,,19137,,10:30 pm
2013-04-03,Minnesota Timberwolves,107,Milwaukee Bucks,98,Box Score,,15386,,8:00 pm
2013-04-03,Memphis Grizzlies,94,Portland Trail Blazers,76,Box Score,,19275,,10:00 pm
2013-04-03,Houston Rockets,112,Sacramento Kings,102,Box Score,,12377,,10:00 pm
2013-04-03,Orlando Magic,84,San Antonio Spurs,98,Box Score,,18581,,8:30 pm
2013-04-03,Washington Wizards,78,Toronto Raptors,88,Box Score,,15783,,7:00 pm
2013-04-03,Denver Nuggets,113,Utah Jazz,96,Box Score,,17654,,9:00 pm
2013-04-04,Chicago Bulls,92,Brooklyn Nets,90,Box Score,,17732,,7:00 pm
2013-04-04,Dallas Mavericks,94,Denver Nuggets,95,Box Score,,19155,,9:00 pm
2013-04-04,San Antonio Spurs,88,Oklahoma City Thunder,100,Box Score,,18203,,9:30 pm
2013-04-05,Philadelphia 76ers,101,Atlanta Hawks,90,Box Score,,17020,,7:30 pm
2013-04-05,Cleveland Cavaliers,97,Boston Celtics,91,Box Score,,18624,,7:30 pm
2013-04-05,Miami Heat,89,Charlotte Bobcats,79,Box Score,,19568,,8:00 pm
2013-04-05,Orlando Magic,86,Chicago Bulls,87,Box Score,,22268,,8:00 pm
2013-04-05,Oklahoma City Thunder,97,Indiana Pacers,75,Box Score,,18165,,8:00 pm
2013-04-05,Memphis Grizzlies,84,Los Angeles Lakers,86,Box Score,,18997,,10:30 pm
2013-04-05,Toronto Raptors,95,Minnesota Timberwolves,93,Box Score,,16661,,8:00 pm
2013-04-05,Milwaukee Bucks,83,New York Knicks,101,Box Score,,19033,,7:30 pm
2013-04-05,Golden State Warriors,111,Phoenix Suns,107,Box Score,,18422,,10:00 pm
2013-04-05,Houston Rockets,116,Portland Trail Blazers,98,Box Score,,20400,,10:30 pm
2013-04-05,Dallas Mavericks,117,Sacramento Kings,108,Box Score,,13903,,10:00 pm
2013-04-05,New Orleans Hornets,83,Utah Jazz,95,Box Score,,18023,,9:00 pm
2013-04-06,Charlotte Bobcats,96,Brooklyn Nets,105,Box Score,,17444,,7:30 pm
2013-04-06,Houston Rockets,114,Denver Nuggets,132,Box Score,,19155,,9:00 pm
2013-04-06,Philadelphia 76ers,87,Miami Heat,106,Box Score,,20168,,7:30 pm
2013-04-06,Toronto Raptors,83,Milwaukee Bucks,100,Box Score,,16746,,8:30 pm
2013-04-06,Detroit Pistons,101,Minnesota Timberwolves,107,Box Score,,15311,,8:00 pm
2013-04-06,Atlanta Hawks,97,San Antonio Spurs,99,Box Score,,18581,,8:30 pm
2013-04-06,Indiana Pacers,85,Washington Wizards,104,Box Score,,19360,,7:00 pm
2013-04-07,Washington Wizards,96,Boston Celtics,107,Box Score,,18624,,6:00 pm
2013-04-07,Orlando Magic,85,Cleveland Cavaliers,91,Box Score,,16341,,6:00 pm
2013-04-07,Chicago Bulls,85,Detroit Pistons,99,Box Score,,19577,,7:30 pm
2013-04-07,Utah Jazz,97,Golden State Warriors,90,Box Score,,19596,,8:00 pm
2013-04-07,Los Angeles Lakers,95,Los Angeles Clippers,109,Box Score,,19768,,3:30 pm
2013-04-07,New York Knicks,125,Oklahoma City Thunder,120,Box Score,,18203,,1:00 pm
2013-04-07,New Orleans Hornets,95,Phoenix Suns,92,Box Score,,16780,,9:00 pm
2013-04-07,Dallas Mavericks,96,Portland Trail Blazers,91,Box Score,,20228,,9:00 pm
2013-04-07,Memphis Grizzlies,89,Sacramento Kings,87,Box Score,,15205,,6:00 pm
2013-04-09,Philadelphia 76ers,83,Brooklyn Nets,104,Box Score,,17192,,7:30 pm
2013-04-09,Toronto Raptors,101,Chicago Bulls,98,Box Score,,21487,,8:00 pm
2013-04-09,Minnesota Timberwolves,89,Golden State Warriors,105,Box Score,,19596,,10:30 pm
2013-04-09,Phoenix Suns,98,Houston Rockets,101,Box Score,,16673,,8:00 pm
2013-04-09,Cleveland Cavaliers,94,Indiana Pacers,99,Box Score,,15279,,7:00 pm
2013-04-09,New Orleans Hornets,96,Los Angeles Lakers,104,Box Score,,18997,,10:30 pm
2013-04-09,Charlotte Bobcats,75,Memphis Grizzlies,94,Box Score,,16591,,8:00 pm
2013-04-09,Milwaukee Bucks,83,Miami Heat,94,Box Score,,19834,,7:30 pm
2013-04-09,Washington Wizards,99,New York Knicks,120,Box Score,,19033,,7:30 pm
2013-04-09,Oklahoma City Thunder,90,Utah Jazz,80,Box Score,,19610,,9:00 pm
2013-04-10,Brooklyn Nets,101,Boston Celtics,93,Box Score,,18624,,8:00 pm
2013-04-10,Detroit Pistons,111,Cleveland Cavaliers,104,Box Score,,13844,,7:00 pm
2013-04-10,Phoenix Suns,102,Dallas Mavericks,91,Box Score,,19725,,8:30 pm
2013-04-10,San Antonio Spurs,86,Denver Nuggets,96,Box Score,,16651,,10:30 pm
2013-04-10,Minnesota Timberwolves,95,Los Angeles Clippers,111,Box Score,,19060,,10:30 pm
2013-04-10,Milwaukee Bucks,103,Orlando Magic,113,Box Score,OT,17127,,7:00 pm
2013-04-10,Atlanta Hawks,124,Philadelphia 76ers,101,Box Score,,17178,,7:00 pm
2013-04-10,Los Angeles Lakers,113,Portland Trail Blazers,106,Box Score,,20598,,10:00 pm
2013-04-10,New Orleans Hornets,110,Sacramento Kings,121,Box Score,,14275,,10:00 pm
2013-04-10,Miami Heat,103,Washington Wizards,98,Box Score,,20308,,7:00 pm
2013-04-11,New York Knicks,111,Chicago Bulls,118,Box Score,OT,22464,,8:00 pm
2013-04-11,Oklahoma City Thunder,116,Golden State Warriors,97,Box Score,,19596,,10:30 pm
2013-04-12,Milwaukee Bucks,104,Atlanta Hawks,109,Box Score,,16908,,7:30 pm
2013-04-12,New York Knicks,101,Cleveland Cavaliers,91,Box Score,,19430,,7:30 pm
2013-04-12,Denver Nuggets,105,Dallas Mavericks,108,Box Score,OT,20368,,8:30 pm
2013-04-12,Charlotte Bobcats,93,Detroit Pistons,113,Box Score,,19501,,7:30 pm
2013-04-12,Memphis Grizzlies,82,Houston Rockets,78,Box Score,,18163,,8:00 pm
2013-04-12,Brooklyn Nets,117,Indiana Pacers,109,Box Score,,18165,,7:00 pm
2013-04-12,Golden State Warriors,116,Los Angeles Lakers,118,Box Score,,18997,,10:30 pm
2013-04-12,Boston Celtics,101,Miami Heat,109,Box Score,,19990,,7:30 pm
2013-04-12,Los Angeles Clippers,96,New Orleans Hornets,93,Box Score,,15206,,8:00 pm
2013-04-12,Oklahoma City Thunder,106,Portland Trail Blazers,90,Box Score,,20577,,10:00 pm
2013-04-12,Sacramento Kings,101,San Antonio Spurs,108,Box Score,,18581,,8:30 pm
2013-04-12,Chicago Bulls,88,Toronto Raptors,97,Box Score,,19800,,7:00 pm
2013-04-12,Minnesota Timberwolves,100,Utah Jazz,107,Box Score,,19609,,9:00 pm
2013-04-12,Philadelphia 76ers,97,Washington Wizards,86,Box Score,,18476,,7:00 pm
2013-04-13,Milwaukee Bucks,85,Charlotte Bobcats,95,Box Score,,14680,,7:00 pm
2013-04-13,Los Angeles Clippers,91,Memphis Grizzlies,87,Box Score,,18119,,8:00 pm
2013-04-13,Phoenix Suns,93,Minnesota Timberwolves,105,Box Score,,16701,,8:00 pm
2013-04-13,Boston Celtics,120,Orlando Magic,88,Box Score,,17422,,7:00 pm
2013-04-14,Portland Trail Blazers,109,Denver Nuggets,118,Box Score,,19155,,5:00 pm
2013-04-14,Sacramento Kings,100,Houston Rockets,121,Box Score,,18138,,7:00 pm
2013-04-14,San Antonio Spurs,86,Los Angeles Lakers,91,Box Score,,18997,,9:30 pm
2013-04-14,Chicago Bulls,93,Miami Heat,105,Box Score,,19810,,1:00 pm
2013-04-14,Dallas Mavericks,107,New Orleans Hornets,89,Box Score,,17246,,6:00 pm
2013-04-14,Indiana Pacers,80,New York Knicks,90,Box Score,,19033,,3:30 pm
2013-04-14,Cleveland Cavaliers,77,Philadelphia 76ers,91,Box Score,,18764,,3:30 pm
2013-04-14,Brooklyn Nets,87,Toronto Raptors,93,Box Score,,17617,,3:30 pm
2013-04-15,Washington Wizards,101,Brooklyn Nets,106,Box Score,,16774,,7:30 pm
2013-04-15,New York Knicks,95,Charlotte Bobcats,106,Box Score,,15238,,7:00 pm
2013-04-15,Miami Heat,96,Cleveland Cavaliers,95,Box Score,,19091,,7:00 pm
2013-04-15,Memphis Grizzlies,103,Dallas Mavericks,97,Box Score,,19833,,8:00 pm
2013-04-15,Philadelphia 76ers,101,Detroit Pistons,109,Box Score,,17525,,7:30 pm
2013-04-15,San Antonio Spurs,106,Golden State Warriors,116,Box Score,,19596,,10:30 pm
2013-04-15,Denver Nuggets,112,Milwaukee Bucks,111,Box Score,,16517,,8:00 pm
2013-04-15,Utah Jazz,96,Minnesota Timberwolves,80,Box Score,,17009,,8:00 pm
2013-04-15,Sacramento Kings,95,Oklahoma City Thunder,104,Box Score,,18203,,8:00 pm
2013-04-15,Chicago Bulls,102,Orlando Magic,84,Box Score,,17297,,7:00 pm
2013-04-15,Houston Rockets,112,Phoenix Suns,119,Box Score,,17135,,10:00 pm
2013-04-16,Toronto Raptors,113,Atlanta Hawks,96,Box Score,,15200,,8:00 pm
2013-04-16,Portland Trail Blazers,77,Los Angeles Clippers,93,Box Score,,19183,,10:30 pm
2013-04-17,Detroit Pistons,99,Brooklyn Nets,103,Box Score,,16868,,8:00 pm
2013-04-17,Cleveland Cavaliers,98,Charlotte Bobcats,105,Box Score,,13487,,8:00 pm
2013-04-17,Washington Wizards,92,Chicago Bulls,95,Box Score,,22421,,8:00 pm
2013-04-17,New Orleans Hornets,87,Dallas Mavericks,99,Box Score,,19973,,8:00 pm
2013-04-17,Phoenix Suns,98,Denver Nuggets,118,Box Score,,17539,,8:00 pm
2013-04-17,Philadelphia 76ers,105,Indiana Pacers,95,Box Score,,18165,,8:00 pm
2013-04-17,Houston Rockets,95,Los Angeles Lakers,99,Box Score,OT,18997,,10:30 pm
2013-04-17,Utah Jazz,70,Memphis Grizzlies,86,Box Score,,16777,,8:00 pm
2013-04-17,Orlando Magic,93,Miami Heat,105,Box Score,,19949,,8:00 pm
2013-04-17,Atlanta Hawks,92,New York Knicks,98,Box Score,,19033,,8:00 pm
2013-04-17,Milwaukee Bucks,95,Oklahoma City Thunder,89,Box Score,,18203,,8:00 pm
2013-04-17,Golden State Warriors,99,Portland Trail Blazers,88,Box Score,,20261,,10:30 pm
2013-04-17,Los Angeles Clippers,112,Sacramento Kings,108,Box Score,,17317,,10:30 pm
2013-04-17,Minnesota Timberwolves,108,San Antonio Spurs,95,Box Score,,18581,,8:00 pm
2013-04-17,Boston Celtics,90,Toronto Raptors,114,Box Score,,17690,,8:00 pm
2013-04-20,Chicago Bulls,89,Brooklyn Nets,106,Box Score,,17732,,8:00 pm
2013-04-20,Golden State Warriors,95,Denver Nuggets,97,Box Score,,19155,,7:30 pm
2013-04-20,Memphis Grizzlies,91,Los Angeles Clippers,112,Box Score,,19373,,1:30 am
2013-04-20,Boston Celtics,78,New York Knicks,85,Box Score,,19033,,3:00 pm
2013-04-21,Atlanta Hawks,90,Indiana Pacers,107,Box Score,,18165,,1:00 pm
2013-04-21,Milwaukee Bucks,87,Miami Heat,110,Box Score,,20006,,7:00 pm
2013-04-21,Houston Rockets,91,Oklahoma City Thunder,120,Box Score,,18203,,10:30 pm
2013-04-21,Los Angeles Lakers,79,San Antonio Spurs,91,Box Score,,18581,,4:30 pm
2013-04-22,Chicago Bulls,90,Brooklyn Nets,82,Box Score,,17732,,8:00 pm
2013-04-22,Memphis Grizzlies,91,Los Angeles Clippers,93,Box Score,,19276,,1:30 am
2013-04-23,Golden State Warriors,131,Denver Nuggets,117,Box Score,,19155,,12:30 am
2013-04-23,Milwaukee Bucks,86,Miami Heat,98,Box Score,,20097,,7:30 pm
2013-04-23,Boston Celtics,71,New York Knicks,87,Box Score,,19033,,8:00 pm
2013-04-24,Atlanta Hawks,98,Indiana Pacers,113,Box Score,,18165,,7:30 pm
2013-04-24,Houston Rockets,102,Oklahoma City Thunder,105,Box Score,,18203,,8:00 pm
2013-04-24,Los Angeles Lakers,91,San Antonio Spurs,102,Box Score,,18581,,10:30 pm
2013-04-25,Brooklyn Nets,76,Chicago Bulls,79,Box Score,,21672,,9:30 pm
2013-04-25,Los Angeles Clippers,82,Memphis Grizzlies,94,Box Score,,18119,,10:30 pm
2013-04-25,Miami Heat,104,Milwaukee Bucks,91,Box Score,,18165,,8:00 pm
2013-04-26,New York Knicks,90,Boston Celtics,76,Box Score,,18624,,8:00 pm
2013-04-26,Denver Nuggets,108,Golden State Warriors,110,Box Score,,19596,,1:30 am
2013-04-26,San Antonio Spurs,120,Los Angeles Lakers,89,Box Score,,18997,,1:30 am
2013-04-27,Indiana Pacers,69,Atlanta Hawks,90,Box Score,,18238,,7:00 pm
2013-04-27,Brooklyn Nets,134,Chicago Bulls,142,Box Score,3OT,21758,,3:00 pm
2013-04-27,Oklahoma City Thunder,104,Houston Rockets,101,Box Score,,18163,,10:30 pm
2013-04-27,Los Angeles Clippers,83,Memphis Grizzlies,104,Box Score,,18119,,5:30 pm
2013-04-28,New York Knicks,90,Boston Celtics,97,Box Score,OT,18624,,1:00 pm
2013-04-28,Denver Nuggets,101,Golden State Warriors,115,Box Score,,19596,,12:30 am
2013-04-28,San Antonio Spurs,103,Los Angeles Lakers,82,Box Score,,18997,,10:00 pm
2013-04-28,Miami Heat,88,Milwaukee Bucks,77,Box Score,,18717,,4:30 pm
2013-04-29,Indiana Pacers,91,Atlanta Hawks,102,Box Score,,18241,,7:30 pm
2013-04-29,Chicago Bulls,91,Brooklyn Nets,110,Box Score,,17732,,7:00 pm
2013-04-29,Oklahoma City Thunder,103,Houston Rockets,105,Box Score,,18081,,10:30 pm
2013-04-30,Golden State Warriors,100,Denver Nuggets,107,Box Score,,19155,,10:00 pm
2013-04-30,Memphis Grizzlies,103,Los Angeles Clippers,93,Box Score,,19384,,1:30 am
2013-05-01,Atlanta Hawks,83,Indiana Pacers,106,Box Score,,18165,,8:00 pm
2013-05-01,Boston Celtics,92,New York Knicks,86,Box Score,,19033,,7:00 pm
2013-05-01,Houston Rockets,107,Oklahoma City Thunder,100,Box Score,,18203,,10:30 pm
2013-05-02,Brooklyn Nets,95,Chicago Bulls,92,Box Score,,21810,,9:00 pm
2013-05-02,Denver Nuggets,88,Golden State Warriors,92,Box Score,,19596,,1:30 am
2013-05-03,Indiana Pacers,81,Atlanta Hawks,73,Box Score,,18238,,7:00 pm
2013-05-03,New York Knicks,88,Boston Celtics,80,Box Score,,18624,,7:00 pm
2013-05-03,Oklahoma City Thunder,103,Houston Rockets,94,Box Score,,18357,,10:30 pm
2013-05-03,Los Angeles Clippers,105,Memphis Grizzlies,118,Box Score,,18119,,10:30 pm
2013-05-04,Chicago Bulls,99,Brooklyn Nets,93,Box Score,,17732,,8:00 pm
2013-05-05,Indiana Pacers,102,New York Knicks,95,Box Score,,19033,,3:30 pm
2013-05-05,Memphis Grizzlies,91,Oklahoma City Thunder,93,Box Score,,18203,,2:00 pm
2013-05-06,Chicago Bulls,93,Miami Heat,86,Box Score,,19685,,7:00 pm
2013-05-06,Golden State Warriors,127,San Antonio Spurs,129,Box Score,2OT,18581,,10:30 pm
2013-05-07,Indiana Pacers,79,New York Knicks,105,Box Score,,19033,,7:00 pm
2013-05-07,Memphis Grizzlies,99,Oklahoma City Thunder,93,Box Score,,18203,,10:30 pm
2013-05-08,Chicago Bulls,78,Miami Heat,115,Box Score,,19817,,7:00 pm
2013-05-08,Golden State Warriors,100,San Antonio Spurs,91,Box Score,,18581,,10:30 pm
2013-05-10,Miami Heat,104,Chicago Bulls,94,Box Score,,22675,,9:00 pm
2013-05-10,San Antonio Spurs,102,Golden State Warriors,92,Box Score,,19596,,1:30 am
2013-05-11,New York Knicks,71,Indiana Pacers,82,Box Score,,18165,,8:00 pm
2013-05-11,Oklahoma City Thunder,81,Memphis Grizzlies,87,Box Score,,18119,,6:00 pm
2013-05-12,San Antonio Spurs,87,Golden State Warriors,97,Box Score,OT,19596,,6:30 pm
2013-05-13,Miami Heat,88,Chicago Bulls,65,Box Score,,21990,,8:00 pm
2013-05-13,Oklahoma City Thunder,97,Memphis Grizzlies,103,Box Score,OT,18119,,10:30 pm
2013-05-14,New York Knicks,82,Indiana Pacers,93,Box Score,,18165,,7:00 pm
2013-05-14,Golden State Warriors,91,San Antonio Spurs,109,Box Score,,18581,,10:30 pm
2013-05-15,Chicago Bulls,91,Miami Heat,94,Box Score,,20025,,7:00 pm
2013-05-15,Memphis Grizzlies,88,Oklahoma City Thunder,84,Box Score,,18203,,10:30 pm
2013-05-16,San Antonio Spurs,94,Golden State Warriors,82,Box Score,,19596,,1:30 am
2013-05-16,Indiana Pacers,75,New York Knicks,85,Box Score,,19033,,8:00 pm
2013-05-18,New York Knicks,99,Indiana Pacers,106,Box Score,,18165,,8:00 pm
2013-05-19,Memphis Grizzlies,83,San Antonio Spurs,105,Box Score,,18581,,4:30 pm
2013-05-21,Memphis Grizzlies,89,San Antonio Spurs,93,Box Score,OT,18581,,10:00 pm
2013-05-22,Indiana Pacers,102,Miami Heat,103,Box Score,OT,19679,,8:30 pm
2013-05-24,Indiana Pacers,97,Miami Heat,93,Box Score,,20022,,8:30 pm
2013-05-25,San Antonio Spurs,104,Memphis Grizzlies,93,Box Score,OT,18119,,10:00 pm
2013-05-26,Miami Heat,114,Indiana Pacers,96,Box Score,,18165,,8:30 pm
2013-05-27,San Antonio Spurs,93,Memphis Grizzlies,86,Box Score,,18119,,10:00 pm
2013-05-28,Miami Heat,92,Indiana Pacers,99,Box Score,,18165,,8:30 pm
2013-05-30,Indiana Pacers,79,Miami Heat,90,Box Score,,19913,,8:30 pm
2013-06-01,Miami Heat,77,Indiana Pacers,91,Box Score,,18165,,8:30 pm
2013-06-03,Indiana Pacers,76,Miami Heat,99,Box Score,,20025,,8:30 pm
2013-06-06,San Antonio Spurs,92,Miami Heat,88,Box Score,,19775,,9:00 pm
2013-06-09,San Antonio Spurs,84,Miami Heat,103,Box Score,,19900,,8:00 pm
2013-06-11,Miami Heat,77,San Antonio Spurs,113,Box Score,,18581,,10:00 pm
2013-06-13,Miami Heat,109,San Antonio Spurs,93,Box Score,,18581,,10:00 pm
2013-06-16,Miami Heat,104,San Antonio Spurs,114,Box Score,,18581,,9:00 pm
2013-06-18,San Antonio Spurs,100,Miami Heat,103,Box Score,OT,19900,,9:00 pm
2013-06-20,San Antonio Spurs,88,Miami Heat,95,Box Score,,19900,,9:00 pm
2013-10-29,Orlando Magic,87,Indiana Pacers,97,Box Score,,18165,,7:00 pm
2013-10-29,Los Angeles Clippers,103,Los Angeles Lakers,116,Box Score,,18997,,10:30 pm
2013-10-29,Chicago Bulls,95,Miami Heat,107,Box Score,,19964,,8:00 pm
2013-10-30,Brooklyn Nets,94,Cleveland Cavaliers,98,Box Score,,20562,,7:00 pm
2013-10-30,Atlanta Hawks,109,Dallas Mavericks,118,Box Score,,19834,,8:30 pm
2013-10-30,Washington Wizards,102,Detroit Pistons,113,Box Score,,19258,,7:30 pm
2013-10-30,Los Angeles Lakers,94,Golden State Warriors,125,Box Score,,19596,,10:30 pm
2013-10-30,Charlotte Bobcats,83,Houston Rockets,96,Box Score,,18083,,8:00 pm
2013-10-30,Orlando Magic,115,Minnesota Timberwolves,120,Box Score,OT,17988,,8:00 pm
2013-10-30,Indiana Pacers,95,New Orleans Pelicans,90,Box Score,,17803,,8:00 pm
2013-10-30,Milwaukee Bucks,83,New York Knicks,90,Box Score,,19812,,7:30 pm
2013-10-30,Miami Heat,110,Philadelphia 76ers,114,Box Score,,19523,,7:00 pm
2013-10-30,Portland Trail Blazers,91,Phoenix Suns,104,Box Score,,17208,,10:00 pm
2013-10-30,Denver Nuggets,88,Sacramento Kings,90,Box Score,,17317,,10:00 pm
2013-10-30,Memphis Grizzlies,94,San Antonio Spurs,101,Box Score,,18581,,8:30 pm
2013-10-30,Boston Celtics,87,Toronto Raptors,93,Box Score,,20155,,7:00 pm
2013-10-30,Oklahoma City Thunder,101,Utah Jazz,98,Box Score,,19911,,9:00 pm
2013-10-31,New York Knicks,81,Chicago Bulls,82,Box Score,,22022,,8:00 pm
2013-10-31,Golden State Warriors,115,Los Angeles Clippers,126,Box Score,,19060,,10:30 pm
2013-11-01,Toronto Raptors,95,Atlanta Hawks,102,Box Score,,18118,,7:30 pm
2013-11-01,Milwaukee Bucks,105,Boston Celtics,98,Box Score,,18624,,7:30 pm
2013-11-01,Miami Heat,100,Brooklyn Nets,101,Box Score,,17732,,8:00 pm
2013-11-01,Cleveland Cavaliers,84,Charlotte Bobcats,90,Box Score,,18017,,7:00 pm
2013-11-01,Portland Trail Blazers,113,Denver Nuggets,98,Box Score,,19155,,9:00 pm
2013-11-01,Dallas Mavericks,105,Houston Rockets,113,Box Score,,18142,,8:00 pm
2013-11-01,San Antonio Spurs,91,Los Angeles Lakers,85,Box Score,,18997,,10:30 pm
2013-11-01,Detroit Pistons,108,Memphis Grizzlies,111,Box Score,OT,18119,,8:00 pm
2013-11-01,Oklahoma City Thunder,81,Minnesota Timberwolves,100,Box Score,,17433,,8:00 pm
2013-11-01,New Orleans Pelicans,90,Orlando Magic,110,Box Score,,18846,,7:00 pm
2013-11-01,Utah Jazz,84,Phoenix Suns,87,Box Score,,14662,,10:00 pm
2013-11-01,Los Angeles Clippers,110,Sacramento Kings,101,Box Score,,17317,,10:00 pm
2013-11-01,Philadelphia 76ers,109,Washington Wizards,102,Box Score,,17160,,7:00 pm
2013-11-02,Memphis Grizzlies,99,Dallas Mavericks,111,Box Score,,20262,,8:30 pm
2013-11-02,Sacramento Kings,87,Golden State Warriors,98,Box Score,,19596,,10:30 pm
2013-11-02,Cleveland Cavaliers,74,Indiana Pacers,89,Box Score,,16242,,7:00 pm
2013-11-02,Toronto Raptors,97,Milwaukee Bucks,90,Box Score,,16046,,8:30 pm
2013-11-02,Charlotte Bobcats,84,New Orleans Pelicans,105,Box Score,,15232,,8:00 pm
2013-11-02,Chicago Bulls,104,Philadelphia 76ers,107,Box Score,,15782,,7:30 pm
2013-11-02,San Antonio Spurs,105,Portland Trail Blazers,115,Box Score,,20028,,10:00 pm
2013-11-02,Houston Rockets,104,Utah Jazz,93,Box Score,,19498,,9:00 pm
2013-11-03,Boston Celtics,77,Detroit Pistons,87,Box Score,,14978,,6:00 pm
2013-11-03,Atlanta Hawks,103,Los Angeles Lakers,105,Box Score,,18997,,9:30 pm
2013-11-03,Washington Wizards,93,Miami Heat,103,Box Score,,19600,,6:00 pm
2013-11-03,Minnesota Timberwolves,109,New York Knicks,100,Box Score,,19812,,7:30 pm
2013-11-03,Phoenix Suns,96,Oklahoma City Thunder,103,Box Score,,18203,,7:00 pm
2013-11-03,Brooklyn Nets,86,Orlando Magic,107,Box Score,,15297,,6:00 pm
2013-11-04,Minnesota Timberwolves,92,Cleveland Cavaliers,93,Box Score,,17892,,7:00 pm
2013-11-04,Houston Rockets,118,Los Angeles Clippers,137,Box Score,,19404,,10:30 pm
2013-11-04,Boston Celtics,88,Memphis Grizzlies,95,Box Score,,15872,,8:00 pm
2013-11-04,Golden State Warriors,110,Philadelphia 76ers,90,Box Score,,11089,,7:00 pm
2013-11-05,Utah Jazz,88,Brooklyn Nets,104,Box Score,,17732,,7:30 pm
2013-11-05,Los Angeles Lakers,104,Dallas Mavericks,123,Box Score,,19670,,8:30 pm
2013-11-05,San Antonio Spurs,102,Denver Nuggets,94,Box Score,,15721,,9:00 pm
2013-11-05,Indiana Pacers,99,Detroit Pistons,91,Box Score,,13401,,7:30 pm
2013-11-05,Phoenix Suns,104,New Orleans Pelicans,98,Box Score,,13404,,8:00 pm
2013-11-05,Charlotte Bobcats,102,New York Knicks,97,Box Score,,19812,,7:30 pm
